origin,name,multiplicity,edge_num,like_weight_ratio,post_prob,likelihood,marginal_like,distal_length,pendant_length,classification,map_ratio,map_overlap,map_identity,edge_name
query.align,JQ781997.1.1810_U_10_S55_37830,1,276,1,1,-16183.4,-16185.9,0.254863,0.109746,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,KC582905.1.1790_U_14_S59_51211,1,160,0.996728,0.999415,-16298.8,-16303.7,0.159871,0.372312,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF130082.1.1756_U_M357_S21_11486,1,160,0.992028,0.997482,-16219.6,-16223.5,0.174297,0.269332,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EU793216.1.1730_U_7_S52_7391,1,160,1,1,-16112.4,-16115.4,0.0933883,0.16071,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,FR874632.1.1776_U_40_S85_65062,1,51,1,1,-16403.4,-16405.6,0.00539779,0.0748429,NA,NA,NA,NA,|JF7940581_Bathycoccus_prasinos_MALINAS664_1-1488
query.align,DQ202218.1.1280_U_16_S61_3507,1,195,1,1,-16560.3,-16563.4,0.00222139,0.0481355,NA,NA,NA,NA,|AJ4155111_Gonyaulax_polyedra_58-1575
query.align,JQ226459.1.1612_U_14_S59_61491,1,160,0.984804,0.972466,-16651.3,-16654,0.16961,0.14587,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JX188346.1.1760_U_M357_S21_120223,1,160,0.97166,0.977285,-16534.1,-16537.3,0.192695,0.200876,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,FN263035.1.1803_U_33_S78_47734,1,486,0.983831,0.995613,-16529.6,-16534,0.0446245,0.32881,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,JN832846.1.993_U_M361_S19_53657,1,160,1,1,-16676.2,-16679,0.1336,0.143514,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HM853805.1.1191_U_M357_S21_23602,1,163,1,1,-16562.2,-16565.6,8.72027e-06,0.0756377,NA,NA,NA,NA,|MMETSP0797_Dinophysis_acuminata_DAEP01_42-1565
query.align,EU780594.1.1712_U_2_S47_24147,1,160,1,1,-16240.5,-16243.4,0.134868,0.157698,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ866183.1.870_U_10_S55_1015,1,265,0.912038,0.940859,-15957.8,-15960.6,0.0181339,0.200059,NA,NA,NA,NA,|MMETSP0449_Strombidium_rassoulzadegani_ras09_50-1544
query.align,New.ReferenceOTU37_M372_S16_46082,1,170,0.984081,0.985885,-13974.8,-13985.7,0.175834,0.956904,NA,NA,NA,NA,|FJ8215011_Crypthecodinium_cohnii_69-1587
query.align,KJ763743.1.1795_U_15_S60_13228,1,160,1,1,-16324.7,-16328,0.116485,0.207828,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF791348.1.1619_U_M355_S26_2386,1,160,1,1,-16292,-16295.1,0.104676,0.179164,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JF826362.1.1524_U_28_S73_1916,1,247,0.99366,0.996876,-15880.1,-15886.5,0.0423141,0.518815,NA,NA,NA,NA,|MMETSP0127_Platyophrya_macrostoma_WH_18-1498
query.align,EU793885.1.1672_U_12_S57_44999,1,160,1,1,-16239.7,-16242.5,0.135541,0.153188,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ763066.1.1797_U_19_S64_48780,1,160,1,1,-16369,-16371.9,0.0550426,0.13965,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JF680953.1.1677_U_10_S55_19977,1,21,0.9604,0.968054,-16334.3,-16337.6,5.79124e-06,0.227781,NA,NA,NA,NA,|MMETSP1391_Chlamydomonas_leiostraca_SAG11_49_58-1511
query.align,FR874395.1.1775_U_19_S64_67233,1,51,1,1,-16396.6,-16398.7,0.00598959,0.0532151,NA,NA,NA,NA,|JF7940581_Bathycoccus_prasinos_MALINAS664_1-1488
query.align,GU823211.1.1406_U_3_S48_47708,1,276,0.99657,0.998098,-16531.6,-16534.4,0.260643,0.138932,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,JN832831.1.1719_U_M355_S26_730,1,160,1,1,-16329.7,-16332.4,0.142565,0.144359,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ763858.1.1812_U_M365_S20_65027,1,481,0.996582,0.998857,-16642.1,-16647.4,0.259796,0.387743,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,HQ870461.1.849_U_M358_S15_107876,1,160,1,1,-16656.8,-16660,0.10279,0.188586,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ762295.1.1802_U_22_S67_33232,1,160,1,1,-16511.4,-16514.5,0.153888,0.188801,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AY437862.1.1332_U_15_S60_65996,1,499,0.922762,0.96935,-15620.7,-15627.8,0.142115,0.570707,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,EF527125.1.1760_U_9_S54_46891,1,27,0.984518,0.989502,-16309.2,-16311.7,8.96568e-06,0.121071,NA,NA,NA,NA,|KT8609161_Tetraselmis_sp_RCC1755_12-1535
query.align,HQ868452.1.878_U_19_S64_22493,1,486,1,1,-16621.1,-16624.2,0.036637,0.198356,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,KJ759298.1.1797_U_M356_S18_100110,1,160,1,1,-16108.1,-16111.6,0.150308,0.22371,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF577970.1.1602_U_10_S55_25023,1,50,1,1,-16197.4,-16199.4,0.0144038,0.0543913,NA,NA,NA,NA,|MMETSP0930_Ostreococcus_mediterraneus_clade_D_RCC1621_65-1576
query.align,AB252750.1.1725_U_28_S73_50653,1,486,1,1,-16726,-16729.2,0.0195554,0.184116,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,JX188288.1.1757_U_M355_S26_38725,1,160,0.997901,0.998457,-16650.1,-16652.8,0.193619,0.145321,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EU780611.1.1669_U_10_S55_30,1,160,1,1,-16237.8,-16240.5,0.135463,0.143207,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF129715.1.1758_U_10_S55_30847,1,160,1,1,-16237.8,-16240.5,0.135463,0.143207,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ759592.1.1801_U_25_S70_7374,1,160,1,1,-16237.8,-16240.5,0.135463,0.143207,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU822909.1.1089_U_M358_S15_27697,1,481,1,1,-15821.8,-15824.6,0.106475,0.116305,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,AY129037.1.1791_U_15_S60_2543,1,160,0.96522,0.969989,-16676.8,-16680.7,0.211502,0.261085,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JQ782084.1.1650_U_M356_S18_116591,1,276,1,1,-15992.3,-15996.5,0.167831,0.288484,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,EU399530.1.1688_U_M356_S18_5566,1,261,0.940287,0.98253,-16189.5,-16192.7,0.0841568,0.231126,NA,NA,NA,NA,|MMETSP0123_Favella_ehrenbergii_Fehren1_75-1571
query.align,KJ763251.1.1804_U_M359_S10_74356,1,499,0.900231,0.955845,-15779.3,-15786,0.144562,0.544752,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,HQ865845.1.894_U_M359_S10_14260,1,486,1,1,-16771.3,-16775.5,0.0448303,0.314855,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,KJ763439.1.1796_U_M367_S17_13459,1,160,1,1,-16388.8,-16391.8,0.139982,0.169983,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JF826397.1.1619_U_35_S80_43561,1,499,0.99795,0.998968,-16423.8,-16430.5,0.0952276,0.532768,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,AY129045.1.1794_U_10_S55_261,1,160,0.975113,0.994436,-16410.5,-16414.1,0.186523,0.244426,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KC488596.1.1679_U_M356_S18_35764,1,491,1,1,-16271.1,-16275,0.151775,0.269368,NA,NA,NA,NA,|MMETSP1055_Bigelowiella_natans_CCMP1258_1_29-1498
query.align,HQ868779.1.914_U_15_S60_25647,1,486,1,1,-16573.8,-16576.6,0.051862,0.163791,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,JQ420088.1.1780_U_M367_S17_43306,1,160,1,1,-16655.5,-16658.3,0.0797117,0.131584,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KC488502.1.1702_U_41_S86_11786,1,160,1,1,-16362.7,-16366,0.147281,0.215492,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU822628.1.1082_U_M367_S17_7369,1,481,0.988411,0.994646,-16522.6,-16527.9,0.273296,0.379423,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,EU500059.1.825_U_10_S55_4989,1,160,1,1,-16364.2,-16367.3,0.130955,0.182508,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JQ223040.1.1637_U_M369_S9_20774,1,499,0.931427,0.974248,-15551.1,-15557.9,0.139051,0.54745,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,KJ762849.1.1799_U_28_S73_14087,1,160,1,1,-16477.4,-16479.8,0.171104,0.112465,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JF781539.1.1805_U_M356_S18_39438,1,499,1,1,-16303,-16309.8,0.07732,0.542992,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,AY620350.1.1265_U_19_S64_42284,1,486,0.984854,0.994589,-16524,-16526.8,0.0614488,0.169693,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,HM853794.1.1219_U_M367_S17_21719,1,163,1,1,-16610.7,-16614.5,8.72027e-06,0.135834,NA,NA,NA,NA,|MMETSP0797_Dinophysis_acuminata_DAEP01_42-1565
query.align,HQ867549.1.924_U_10_S55_31292,1,466,0.997371,0.998025,-16494,-16496.3,0.0110966,0.107438,NA,NA,NA,NA,|MMETSP1103_Paraphysomonas_bandaiensis_CaronLabIsolate_80-1600
query.align,HQ866209.1.885_U_35_S80_21575,1,160,1,1,-16497.7,-16500.5,0.150212,0.146996,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ867145.1.870_U_15_S60_9728,1,264,0.88352,0.936149,-16173.2,-16175.3,0.0477181,0.110032,NA,NA,NA,NA,|MMETSP0208_Strombidium_inclinatum_S3_59-1560
query.align,New.ReferenceOTU140_32_S77_67525,1,247,0.998633,0.999449,-14894.9,-14901.2,0.0263464,0.515645,NA,NA,NA,NA,|MMETSP0127_Platyophrya_macrostoma_WH_18-1498
query.align,HQ865265.1.891_U_M359_S10_112917,1,160,1,1,-16078.6,-16082.1,0.152819,0.229655,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ763405.1.1791_U_M355_S26_3216,1,160,1,1,-16392.8,-16395.8,0.145812,0.175789,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AF166381.1.1793_U_M356_S18_87644,1,27,0.947557,0.977949,-16396,-16397.8,0.00667884,0.0837698,NA,NA,NA,NA,|KT8609161_Tetraselmis_sp_RCC1755_12-1535
query.align,KC582931.1.1796_U_14_S59_15749,1,160,1,1,-16127.9,-16131.3,0.114933,0.217391,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ866498.1.898_U_28_S73_1000,1,418,0.98542,0.984287,-16405.1,-16407,0.0376442,0.067793,NA,NA,NA,NA,|MMETSP0101_Pteridomonas_danica_PT_35-1382
query.align,GU823318.1.1073_U_M355_S26_7824,1,276,1,1,-16467.9,-16471.5,0.254644,0.224306,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,AB178588.1.1777_U_M356_S18_6032,1,481,1,1,-15500.4,-15504.7,0.0262749,0.205453,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,KJ763606.1.1804_U_12_S57_40084,1,160,1,1,-16503.4,-16506.5,0.14373,0.181194,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ865340.1.887_U_10_S55_23904,1,160,1,1,-16269.5,-16272.4,0.158918,0.16387,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ763464.1.1800_U_39_S84_15989,1,160,1,1,-16269.5,-16272.4,0.158918,0.16387,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EU793931.1.1667_U_10_S55_17911,1,160,1,1,-16395.3,-16398.4,0.157259,0.1865,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ867790.1.877_U_M365_S20_91574,1,160,0.998671,0.999594,-16537.9,-16542.2,0.142244,0.316517,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ760787.1.1801_U_M358_S15_130626,1,499,0.983223,0.986976,-16498.6,-16506,0.0980866,0.609074,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,EU091869.1.1358_U_1_S46_22,1,499,0.931988,0.966482,-16094.9,-16098.5,0.141088,0.238801,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,KC488495.1.1696_U_6_S51_29733,1,160,1,1,-14076.6,-14079.5,0.1535,0.183856,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU823216.1.1365_U_M356_S18_22853,1,276,0.983452,0.992417,-16500.5,-16503.8,0.263564,0.197837,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,HQ866316.1.886_U_13_S58_41893,1,160,1,1,-16478.6,-16482,0.143001,0.221462,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF129616.1.1758_U_M357_S21_29075,1,160,1,1,-16330,-16332.6,0.129146,0.128534,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU824733.1.1072_U_M356_S18_1311,1,160,1,1,-16581.4,-16585.1,0.170975,0.243339,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF501017.1.1632_U_20_S65_19007,1,55,0.998963,0.998774,-16451.5,-16453.1,0.00499243,0.0375209,NA,NA,NA,NA,|KT8609111_Micromonas_pusilla_RCC966_1-1506
query.align,KC172873.1.1702_U_M357_S21_29458,1,481,1,1,-15963.8,-15966.7,0.170214,0.15244,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,JQ781962.1.1803_U_14_S59_41527,1,276,0.996133,0.996878,-16391.1,-16393.7,0.279733,0.106595,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,GU823304.1.1398_U_15_S60_22423,1,276,0.99735,0.998746,-16180.6,-16183.7,0.250639,0.184579,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,New.ReferenceOTU184_M361_S19_140735,1,160,1,1,-16499.9,-16502.7,0.0485517,0.112826,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF130117.1.1760_U_M358_S15_118254,1,160,1,1,-16342.2,-16346.1,0.163145,0.267522,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ869756.1.876_U_M355_S26_1943,1,160,1,1,-16403.4,-16405.9,0.136686,0.12116,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EF172968.1.1678_U_16_S61_7678,1,160,1,1,-16658.7,-16661.9,0.0480615,0.161001,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AB178583.1.1780_U_M358_S15_155190,1,481,1,1,-16458.8,-16462.9,0.00193689,0.0981454,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,HQ867217.1.854_U_28_S73_6470,1,160,1,1,-16568.7,-16571.1,0.130693,0.102587,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JX188283.1.1756_U_M355_S26_5162,1,160,1,1,-16250,-16252.1,0.161814,0.0664363,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU969164.1.1666_U_M358_S15_0,1,499,0.875782,0.94006,-15500.5,-15507.4,0.139465,0.559975,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,HQ868013.1.887_U_24_S69_26559,1,160,1,1,-16499.4,-16502.2,0.155576,0.157676,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ870402.1.850_U_M355_S26_10301,1,160,0.994812,0.993446,-16471.1,-16475,0.177817,0.270092,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HF674441.1.1727_U_2_S47_21338,1,168,1,1,-16776.3,-16780,0.00733121,0.0934513,NA,NA,NA,NA,|EF0574071_Amphidinium_carterae_CCMP121_25-1544
query.align,AY642708_22_S67_21582,1,119,0.967586,0.969688,-16437.9,-16439.7,0.0142748,0.0842518,NA,NA,NA,NA,|KJ5401961_Chrysochromulina_sp_CCMP291_1-1514
query.align,JQ692067.1.1601_U_10_S55_445,1,50,1,1,-16191,-16193,0.0144053,0.0544156,NA,NA,NA,NA,|MMETSP0930_Ostreococcus_mediterraneus_clade_D_RCC1621_65-1576
query.align,JQ781938.1.1803_U_3_S48_8526,1,276,0.995876,0.996399,-16483.5,-16486.3,0.287351,0.119017,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,KF129602.1.1761_U_M364_S14_107478,1,160,1,1,-15795.3,-15798.5,0.112683,0.189279,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ867628.1.909_U_15_S60_21724,1,160,0.997064,0.997683,-14269.8,-14272.6,0.172503,0.172591,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GQ118982_10_S55_1021,1,84,1,1,-16373,-16376.7,5.38518e-06,0.0892273,NA,NA,NA,NA,|EU1274751_Phaeocystis_globosa_30-1554
query.align,AB052289.1.1758_U_M357_S21_18061,1,558,0.986988,0.982677,-16545.5,-16548,6.294e-06,0.0955742,NA,NA,NA,NA,|AB0522891_Pyramimonas_aurea_61-1587
query.align,JN811169.1.1711_U_M367_S17_66430,1,481,1,1,-16432.5,-16436.4,0.00485125,0.120201,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,EF100337.1.1454_U_11_S56_17426,1,279,1,1,-16507,-16510.2,0.0656097,0.185256,NA,NA,NA,NA,|MMETSP0954_Aplanochytrium_sp_PBS07_81-1607
query.align,GU823721.1.1062_U_M356_S18_61802,1,31,1,1,-16627.9,-16630.5,0.0164769,0.113614,NA,NA,NA,NA,|MMETSP1310_Unidentifiedeukaryote_sp_RC2339_3-1516
query.align,GQ863821.1.1650_U_6_S51_34651,1,62,0.962072,0.966225,-16450.4,-16453.2,0.0417592,0.163076,NA,NA,NA,NA,|AJ0104081_Micromonas_pusilla_CCMP489_58-1569
query.align,HQ866191.1.883_U_10_S55_19246,1,160,1,1,-16688,-16690.6,0.184659,0.125796,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AB252754.1.1716_U_25_S70_16752,1,486,0.927076,0.974665,-16243.2,-16246.3,0.0710624,0.210181,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,KF130152.1.1736_U_M369_S9_71338,1,481,1,1,-16386.6,-16391.5,0.106409,0.329928,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,HQ868753.1.893_U_10_S55_2747,1,486,1,1,-16436.6,-16439.5,0.0480776,0.181059,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,AB016538.1.1790_U_M355_S26_4530,1,228,0.986079,0.987595,-16624.7,-16627.3,7.5404e-06,0.127407,NA,NA,NA,NA,|M885211_Symbiodinium_microadriaticum_75-1595
query.align,JN680942.1.1846_U_2_S47_59490,1,500,0.20398,0.999952,-16559.3,-16565.6,2.18739,1.08919,NA,NA,NA,NA,|MMETSP0758_Percolomonas_cosmopolitus_AE_1_ATCC50343__30-1031
query.align,GU819936.1.1073_U_M355_S26_847,1,160,1,1,-16487.4,-16490.7,0.146398,0.208139,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF130112.1.1763_U_16_S61_54213,1,160,1,1,-16376,-16379.1,0.165378,0.178796,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU822565.1.1222_U_M372_S16_38225,1,481,0.973958,0.988285,-16661.6,-16666.7,0.288778,0.363461,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,DQ386756.1.1535_U_16_S61_31936,1,160,1,1,-16211.9,-16214.9,0.160243,0.174663,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JF906989.1.1800_U_33_S78_67794,1,190,1,1,-16382.3,-16385.9,6.5051e-06,0.0538134,NA,NA,NA,NA,|MMETSP0196_Alexandrium_fundyense_CCMP1719_24-1540
query.align,GU824403.1.1199_U_10_S55_37703,1,160,1,1,-16231.7,-16234.6,0.171717,0.168868,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ763474.1.1808_U_M355_S26_4693,1,160,1,1,-16360.2,-16362.9,0.148987,0.143884,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,EU500168.1.814_U_10_S55_17064,1,416,1,1,-16688.6,-16691.1,7.52909e-06,0.0819193,NA,NA,NA,NA,|MMETSP1323_Florenciella_parvula_RCC1693_2-1523
query.align,JQ420125.1.1769_U_10_S55_51963,1,160,1,1,-16639.4,-16642.7,0.143725,0.199295,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AJ880417.1.1760_U_2_S47_10512,1,145,1,1,-16628.8,-16632.3,0.0055025,0.196679,NA,NA,NA,NA,|MMETSP1450_Madagascaria_erythrocladiodes_CCMP3234_1-1515
query.align,KC582964.1.1796_U_13_S58_42988,1,499,0.819851,0.9284,-15172.5,-15179.6,0.140134,0.58123,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,AF488397.1.1788_U_2_S47_8193,1,146,0.932625,0.94822,-16601.4,-16610,0.00865179,0.716671,NA,NA,NA,NA,|MMETSP0312_Compsopogon_coeruleus_SAG36_94_45-1562
query.align,FJ402960.1.1217_U_10_S55_6070,1,193,1,1,-16417.9,-16422,9.74899e-06,0.0205394,NA,NA,NA,NA,|AF0221921_Tripos_tenuis_MUCC248_80-1593
query.align,EU793900.1.1420_U_20_S65_18467,1,160,1,1,-16437.8,-16440.2,0.179712,0.100434,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KF129876.1.1760_U_6_S51_6992,1,160,1,1,-16307.6,-16310.7,0.12962,0.179851,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU824537.1.1204_U_M355_S26_5988,1,160,1,1,-16627.2,-16629.7,0.172727,0.1271,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AB263122.1.1734_U_44_S89_35517,1,499,1,1,-16205.5,-16209,0.0981433,0.219419,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,HQ868589.1.897_U_11_S56_11694,1,486,1,1,-16748.4,-16752.3,0.0341971,0.266882,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,HQ870404.1.851_U_M360_S11_43477,1,160,1,1,-16430,-16433.3,0.137323,0.195982,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KC488505.1.1701_U_M361_S19_45446,1,160,1,1,-16482.3,-16485.6,0.123872,0.205603,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU823308.1.1204_U_M363_S24_47035,1,370,0.946367,0.951474,-16515.4,-16517,0.0100366,0.0633141,NA,NA,NA,NA,|DQ0111611_Skeletonema_menzellii_52-1575
query.align,HQ866522.1.893_U_16_S61_16583,1,486,1,1,-16666.2,-16669.9,0.0408167,0.262794,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,AB601109_4_S49_43072,1,119,0.953875,0.957311,-16539.5,-16541.4,0.0145679,0.101992,NA,NA,NA,NA,|KJ5401961_Chrysochromulina_sp_CCMP291_1-1514
query.align,KF130233.1.1761_U_35_S80_60307,1,160,1,1,-16430.5,-16434.5,0.0930289,0.271544,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,New.ReferenceOTU80_32_S77_71394,1,486,1,1,-16580.4,-16584.7,0.0343483,0.320355,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,EF527119.1.1787_U_6_S51_1069,1,418,0.988634,0.983581,-16641.9,-16644.2,0.0162734,0.0793941,NA,NA,NA,NA,|MMETSP0101_Pteridomonas_danica_PT_35-1382
query.align,GU823369.1.1081_U_M364_S14_10035,1,276,0.996185,0.998016,-16531.9,-16534.7,0.257471,0.143701,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,GQ863785.1.1606_U_M355_S26_196,1,276,0.980992,0.988789,-16364.3,-16367.3,0.270279,0.161335,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
