origin,name,multiplicity,edge_num,like_weight_ratio,post_prob,likelihood,marginal_like,distal_length,pendant_length,classification,map_ratio,map_overlap,map_identity,edge_name
query.align,KF129876.1.1760_U_6_S51_6992,1,160,1,1,-16307.6,-16310.7,0.12962,0.179851,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ759397.1.1799_U_22_S67_252,1,173,0.244426,0.2762,-16370.1,-16371.5,0.000874228,0.0453549,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,New.ReferenceOTU45_M371_S23_14524,1,206,0.136825,0.166788,-16365,-16367.2,5.72608e-06,0.182521,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,GU824537.1.1204_U_M355_S26_5988,1,160,1,1,-16627.2,-16629.7,0.172727,0.1271,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AB263122.1.1734_U_44_S89_35517,1,499,1,1,-16205.5,-16209,0.0981433,0.219419,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,HQ868589.1.897_U_11_S56_11694,1,486,1,1,-16748.4,-16752.3,0.0341971,0.266882,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,HQ869747.1.875_U_11_S56_1179,1,473,0.275573,0.346344,-16713,-16715.6,0.0289056,0.16862,NA,NA,NA,NA,|MMETSP1103_Paraphysomonas_bandaiensis_CaronLabIsolate_80-1600
query.align,HQ015403.1.1740_U_M355_S26_14889,1,499,0.352105,0.433484,-16422.9,-16430,0.151408,0.585618,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,HQ870404.1.851_U_M360_S11_43477,1,160,1,1,-16430,-16433.3,0.137323,0.195982,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KC488505.1.1701_U_M361_S19_45446,1,160,1,1,-16482.3,-16485.6,0.123872,0.205603,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JF791050.1.1777_U_M368_S12_7609,1,486,0.445968,0.412324,-16606.8,-16611.1,0.0902766,0.308519,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,GU823308.1.1204_U_M363_S24_47035,1,370,0.946367,0.951474,-16515.4,-16517,0.0100366,0.0633141,NA,NA,NA,NA,|DQ0111611_Skeletonema_menzellii_52-1575
query.align,HQ866522.1.893_U_16_S61_16583,1,486,1,1,-16666.2,-16669.9,0.0408167,0.262794,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,KJ761276.1.1778_U_M364_S14_1889,1,265,0.605117,0.737982,-16146.3,-16148.2,0.040176,0.0769283,NA,NA,NA,NA,|MMETSP0449_Strombidium_rassoulzadegani_ras09_50-1544
query.align,AB601109_4_S49_43072,1,119,0.953875,0.957311,-16539.5,-16541.4,0.0145679,0.101992,NA,NA,NA,NA,|KJ5401961_Chrysochromulina_sp_CCMP291_1-1514
query.align,JF826350.1.1615_U_M361_S19_96461,1,218,0.150808,0.133488,-16573.1,-16575.2,0.0335011,0.128065,NA,NA,NA,NA,|MMETSP0223_Akashiwo_sanguinea_CCCM885_94-1616
query.align,AY665031.1.1749_U_M372_S16_18122,1,222,0.348791,0.372655,-15816.7,-15821,0.0336484,0.353755,NA,NA,NA,NA,|MMETSP0252_Prorocentrum_lima_CCMP684_47-1564
query.align,AB120001.1.1725_U_M365_S20_17930,1,173,0.211198,0.219197,-16550.7,-16552.8,6.04757e-06,0.133434,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,KF130233.1.1761_U_35_S80_60307,1,160,1,1,-16430.5,-16434.5,0.0930289,0.271544,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ757157.1.1806_U_36_S81_14846,1,235,0.126929,0.10346,-16580.1,-16582.6,0.0123556,0.179276,NA,NA,NA,NA,|EF4924961_Symbiodinium_microadriaticum_NEPCC737_75-1596
query.align,New.ReferenceOTU80_32_S77_71394,1,486,1,1,-16580.4,-16584.7,0.0343483,0.320355,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,EF527119.1.1787_U_6_S51_1069,1,418,0.988634,0.983581,-16641.9,-16644.2,0.0162734,0.0793941,NA,NA,NA,NA,|MMETSP0101_Pteridomonas_danica_PT_35-1382
query.align,AF100946.1.1831_U_14_S59_44741,1,499,0.215273,0.243133,-16466.9,-16470.6,0.213805,0.206284,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,GU823369.1.1081_U_M364_S14_10035,1,276,0.996185,0.998016,-16531.9,-16534.7,0.257471,0.143701,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,GQ863785.1.1606_U_M355_S26_196,1,276,0.980992,0.988789,-16364.3,-16367.3,0.270279,0.161335,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,KJ759654.1.1800_U_M357_S21_39986,1,499,0.520912,0.644272,-15574.7,-15582.4,0.134307,0.634228,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,EF455763.8.1872_U_M362_S13_56791,1,442,0.76848,0.707854,-15687,-15689,7.67765e-06,0.08249,NA,NA,NA,NA,|U143891_Pelagomonas_calceolata_81-1606
query.align,FJ431722.1.809_U_M361_S19_2948,1,276,0.885312,0.878639,-16564,-16566.9,0.319667,0.120391,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,HQ446964.1.1729_U_10_S55_9830,1,185,0.285363,0.404854,-16327.7,-16332.5,0.133826,0.408255,NA,NA,NA,NA,|MMETSP1424_Oxyrrhis_marina_LB1974_1-1182
query.align,HQ868855.1.878_U_M371_S23_78002,1,160,0.998258,0.997842,-16585.5,-16589,0.161564,0.220172,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AY256303.1.1222_U_M355_S26_23808,1,160,1,1,-16669.6,-16673.8,0.111037,0.283613,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,New.ReferenceOTU216_M355_S26_12313,1,233,0.224186,0.232179,-16494.9,-16496.8,0.00977218,0.105026,NA,NA,NA,NA,|EF4924961_Symbiodinium_microadriaticum_NEPCC737_75-1596
query.align,KF129639.1.1754_U_7_S52_13100,1,160,1,1,-16422.3,-16426.1,0.149241,0.251902,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ759686.1.1801_U_M356_S18_2451,1,499,0.887467,0.957077,-15534,-15541.4,0.13437,0.611466,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,KF129703.1.1753_U_M355_S26_10522,1,498,0.71485,0.627585,-16090.9,-16094.8,0.232748,0.218946,NA,NA,NA,NA,|MMETSP0780_Palpitomonas_bilix_NIES_2562_59-1571
query.align,HQ866409.1.896_U_10_S55_3147,1,418,0.826939,0.801075,-16418.5,-16421.6,7.58646e-06,0.1762,NA,NA,NA,NA,|MMETSP0101_Pteridomonas_danica_PT_35-1382
query.align,GU825646.1.1073_U_41_S86_34912,1,172,0.205255,0.24135,-16668.1,-16669.8,0.0237945,0.109391,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,EU500109.1.815_U_18_S63_50676,1,293,0.953051,0.9595,-16473.1,-16474.8,0.00802451,0.0670832,NA,NA,NA,NA,|MMETSP0785_Bolidomonas_pacifica_CCMP1866_60-1581
query.align,L49050.1.1815_U_12_S57_5277,1,547,0.447957,0.557287,-16174.5,-16180.8,0.0486918,0.518565,NA,NA,NA,NA,|MMETSP1086_Cyanoptyche_gloeocystis_SAG4_97_1-1486
query.align,HQ865096.1.871_U_37_S82_54695,1,51,1,1,-16411.6,-16413.9,0.00510198,0.0851852,NA,NA,NA,NA,|JF7940581_Bathycoccus_prasinos_MALINAS664_1-1488
query.align,KF031856.1.1764_U_M356_S18_2367,1,499,0.948148,0.981782,-15720.5,-15727.5,0.136466,0.575426,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,AY789790.1.1185_U_8_S53_15952,1,276,1,1,-15814.7,-15817.1,0.2349,0.103561,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,KF129619.1.1750_U_M361_S19_69605,1,160,1,1,-16346.5,-16349.5,0.1464,0.180521,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JX188282.1.1758_U_M364_S14_5186,1,168,0.449402,0.311019,-16520.3,-16523.4,0.29346,0.147461,NA,NA,NA,NA,|EF0574071_Amphidinium_carterae_CCMP121_25-1544
query.align,DQ317133.1.1724_U_2_S47_9113,1,493,0.388347,0.400411,-16394.5,-16401.9,0.0433256,0.618714,NA,NA,NA,NA,|MMETSP1055_Bigelowiella_natans_CCMP1258_1_29-1498
query.align,EU780628.1.1652_U_M358_S15_16932,1,172,0.200329,0.200155,-16648.8,-16651.5,0.0237945,0.202484,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,AJ402347_3_S48_11560,1,119,0.94761,0.937022,-16370.9,-16373.7,5.45883e-06,0.139298,NA,NA,NA,NA,|KJ5401961_Chrysochromulina_sp_CCMP291_1-1514
query.align,HM581768.1.1760_U_14_S59_30733,1,59,0.196348,0.213939,-16396.3,-16397.8,5.2731e-06,0.0637091,NA,NA,NA,NA,|AJ0104081_Micromonas_pusilla_CCMP489_58-1569
query.align,GU825216.1.1365_U_11_S56_28828,1,499,0.607456,0.70626,-16288.3,-16294.2,0.16824,0.457129,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,KJ763352.1.1777_U_19_S64_39494,1,263,0.447979,0.424863,-16007.7,-16011.4,0.0392141,0.26791,NA,NA,NA,NA,|MMETSP0463_Strombidinopsis_sp_SopsisLIS2011_40-1540
query.align,KC771202.1.1792_U_10_S55_4549,1,296,0.143844,0.117657,-16230.2,-16235.6,0.148848,0.407327,NA,NA,NA,NA,|MMETSP0169_Corethron_pennatum_L29A3_5-1524
query.align,KJ758033.1.1801_U_M359_S10_103925,1,206,0.167309,0.206285,-16566.7,-16568.2,5.72608e-06,0.107864,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,KJ925504.1.1492_U_36_S81_59495,1,164,0.443594,0.301588,-15993,-15995.6,6.88918e-06,0.109508,NA,NA,NA,NA,|EF4924991_Heterocapsa_niei_UTEX1564_78-1597
query.align,New.ReferenceOTU168_M358_S15_92727,1,160,1,1,-16381.8,-16385.2,0.124465,0.214134,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GQ365768.1.1539_U_10_S55_11,1,498,0.672564,0.517071,-15748.2,-15752.1,0.241403,0.20308,NA,NA,NA,NA,|MMETSP0780_Palpitomonas_bilix_NIES_2562_59-1571
query.align,KC488616.1.1688_U_10_S55_59422,1,498,0.672564,0.517071,-15748.2,-15752.1,0.241403,0.20308,NA,NA,NA,NA,|MMETSP0780_Palpitomonas_bilix_NIES_2562_59-1571
query.align,KF129664.1.1757_U_15_S60_62722,1,160,1,1,-16361.2,-16363.8,0.14979,0.134393,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JQ956267.1.1678_U_10_S55_50749,1,160,1,1,-16226,-16229.2,0.11652,0.198572,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ868809.1.957_U_20_S65_27123,1,173,0.208539,0.21371,-16528.7,-16530.6,6.04757e-06,0.101875,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,KJ762945.1.1780_U_16_S61_17330,1,266,0.313169,0.403901,-16008,-16011.3,0.0559087,0.259418,NA,NA,NA,NA,|MMETSP0449_Strombidium_rassoulzadegani_ras09_50-1544
query.align,KJ759487.1.1792_U_M371_S23_51490,1,167,0.318652,0.408437,-16384.1,-16385.2,0.00654648,0.0591612,NA,NA,NA,NA,|FJ4733781_Dissodinium_pseudolunula_FG59_1-1105
query.align,AF069516.1.1826_U_M361_S19_81747,1,160,1,1,-16441,-16444.3,0.007955,0.0898324,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JQ222973.1.1634_U_15_S60_47057,1,499,0.930167,0.972481,-15582.6,-15589.4,0.141806,0.553991,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,HQ867527.1.868_U_15_S60_40064,1,473,0.229062,0.201994,-16392,-16395.5,7.08435e-06,0.239024,NA,NA,NA,NA,|MMETSP1103_Paraphysomonas_bandaiensis_CaronLabIsolate_80-1600
query.align,AF293689.1.1802_U_M361_S19_97287,1,551,0.828476,0.825429,-16401,-16403.9,0.0256537,0.154957,NA,NA,NA,NA,|MMETSP1086_Cyanoptyche_gloeocystis_SAG4_97_1-1486
query.align,JX188277.1.1745_U_38_S83_81610,1,31,1,1,-16642,-16644.5,0.0195839,0.11879,NA,NA,NA,NA,|MMETSP1310_Unidentifiedeukaryote_sp_RC2339_3-1516
query.align,JN098207.1.1536_U_M357_S21_6002,1,201,0.316521,0.251017,-16504.3,-16506.2,7.78109e-06,0.0918275,NA,NA,NA,NA,|AJ4155151_Scrippsiella_trochoidea_60-1582
query.align,HQ866071.1.883_U_10_S55_16283,1,185,0.230087,0.293042,-16324.7,-16329.5,0.136274,0.395703,NA,NA,NA,NA,|MMETSP1424_Oxyrrhis_marina_LB1974_1-1182
query.align,AJ010407.1.1752_U_12_S57_53666,1,558,0.585168,0.49265,-16690.3,-16693.3,6.294e-06,0.15888,NA,NA,NA,NA,|AB0522891_Pyramimonas_aurea_61-1587
query.align,EU500212.1.811_U_M356_S18_35556,1,168,0.693447,0.429808,-16443.5,-16447.8,0.317663,0.233207,NA,NA,NA,NA,|EF0574071_Amphidinium_carterae_CCMP121_25-1544
query.align,JN811175.1.1698_U_M361_S19_173779,1,481,1,1,-16047.7,-16050.9,0.168962,0.169248,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,KJ759492.1.1752_U_M356_S18_48353,1,247,1,1,-15341,-15346.6,0.0408623,0.443083,NA,NA,NA,NA,|MMETSP0127_Platyophrya_macrostoma_WH_18-1498
query.align,KJ763572.1.1799_U_M358_S15_152998,1,160,1,1,-16657.5,-16661.1,0.112463,0.228628,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,AJ810855.1.1801_U_11_S56_30782,1,366,0.682526,0.677422,-16582.8,-16585.1,5.28121e-06,0.134281,NA,NA,NA,NA,|KT8609701_Thalassiosira_rotula_RCC290_1-1518
query.align,KF130061.1.1763_U_M357_S21_143968,1,494,0.471715,0.561189,-16071,-16076.4,0.0349932,0.459233,NA,NA,NA,NA,|MMETSP1055_Bigelowiella_natans_CCMP1258_1_29-1498
query.align,FN690297.1.1699_U_M361_S19_99175,1,206,0.206965,0.249086,-16536.9,-16538.2,5.72608e-06,0.0716623,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,FJ409618.1.1820_U_2_S47_41450,1,137,0.368631,0.337369,-15933,-15942.2,0.0832327,0.73247,NA,NA,NA,NA,|KU9002241_Prymnesium_parvum_CCAP946_80-1606
query.align,JX178787.1.1776_U_35_S80_951,1,266,0.775559,0.804273,-16150.2,-16152.7,0.0187693,0.155264,NA,NA,NA,NA,|MMETSP0449_Strombidium_rassoulzadegani_ras09_50-1544
query.align,JX680439_12_S57_47363,1,84,1,1,-16378.8,-16381.6,0.0019484,0.101181,NA,NA,NA,NA,|EU1274751_Phaeocystis_globosa_30-1554
query.align,U21338.1.1846_U_27_S72_30705,1,286,0.833747,0.950278,-16157.1,-16160.8,0.0777728,0.283959,NA,NA,NA,NA,|MMETSP0962_Schizochytrium_aggregatum_ATCC28209_36-1532
query.align,GU823940_41_S86_3274,1,118,0.614943,0.532283,-14290.5,-14292.8,0.0464598,0.125224,NA,NA,NA,NA,|KT8786701_Chrysochromulina_sp_RCC390_60-1577
query.align,GU824007.1.1198_U_M369_S9_7885,1,481,0.724114,0.674605,-16298.6,-16302.7,0.325358,0.249526,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,KC488374.1.1688_U_39_S84_37311,1,265,0.540528,0.602684,-16119.4,-16123.6,0.0383812,0.336847,NA,NA,NA,NA,|MMETSP0449_Strombidium_rassoulzadegani_ras09_50-1544
query.align,GU823917.1.1073_U_M359_S10_109630,1,206,0.192648,0.243848,-15749.4,-15751,5.72608e-06,0.11783,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,GU819668.1.1061_U_10_S55_23744,1,185,0.307614,0.418142,-16324.9,-16329.5,0.131028,0.390495,NA,NA,NA,NA,|MMETSP1424_Oxyrrhis_marina_LB1974_1-1182
query.align,AJ246272_3_S48_31951,1,107,0.844148,0.781019,-14555.8,-14557.9,7.55791e-06,0.0697875,NA,NA,NA,NA,|AM4909832_Helicospaera_carteri_ALGONS1010_59-1583
query.align,KJ757921.1.1802_U_41_S86_44527,1,367,0.498855,0.592437,-16528,-16529.6,6.1271e-06,0.0722599,NA,NA,NA,NA,|DQ0933631_Minidiscus_trioculatus_CCMP495_79-1604
query.align,AB058349.1.1748_U_3_S48_5262,1,17,0.797147,0.84394,-15971.4,-15973.6,5.44091e-06,0.0920055,NA,NA,NA,NA,|AB0583361_Chlorococcum_littorale_MBIC10280_50-1569
query.align,HQ870271.1.846_U_M355_S26_4120,1,137,0.616333,0.446627,-16499,-16504,0.0755704,0.34709,NA,NA,NA,NA,|KU9002241_Prymnesium_parvum_CCAP946_80-1606
query.align,HQ869313.1.874_U_16_S61_30047,1,160,1,1,-16163,-16166.7,0.137689,0.241122,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,FN690448.1.1715_U_22_S67_14612,1,486,1,1,-16232.2,-16234.9,0.0401824,0.167827,NA,NA,NA,NA,|MMETSP0086_Unidentifiedeukaryote_sp_D1_1-1472
query.align,EF489348.1.1788_U_M357_S21_51548,1,547,0.163922,0.202911,-16440.1,-16446.5,0.0536256,0.528018,NA,NA,NA,NA,|MMETSP1086_Cyanoptyche_gloeocystis_SAG4_97_1-1486
query.align,FN263028.1.1816_U_28_S73_12701,1,276,0.559468,0.492986,-16759.7,-16762.9,0.34606,0.149275,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,EU793460.1.859_U_M372_S16_61254,1,160,1,1,-13295.2,-13298.3,0.0244788,0.160586,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,JN832813.1.1021_U_M356_S18_37286,1,303,0.358896,0.293722,-16504.7,-16507.2,0.169744,0.0434847,NA,NA,NA,NA,|MMETSP0789_Rhizosolenia_setigera_CCMP1694_58-1579
query.align,DQ103845.1.1648_U_23_S68_29875,1,201,0.275489,0.220879,-16477,-16478.7,7.78109e-06,0.0688566,NA,NA,NA,NA,|AJ4155151_Scrippsiella_trochoidea_60-1582
query.align,KF129684.1.1759_U_M371_S23_10066,1,160,1,1,-16275.4,-16278.4,0.107265,0.166823,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,New.ReferenceOTU119_11_S56_18976,1,123,0.727593,0.681432,-16176.5,-16178.7,9.70563e-06,0.109277,NA,NA,NA,NA,|AM4910302_Haptolina_ericina_UIO026_81-1606
query.align,JN832748.1.958_U_14_S59_25820,1,416,1,1,-16714.8,-16718.1,7.52909e-06,0.132946,NA,NA,NA,NA,|MMETSP1323_Florenciella_parvula_RCC1693_2-1523
query.align,KJ762555.1.1808_U_23_S68_21484,1,481,0.997232,0.999192,-16654.3,-16659.3,0.259686,0.365708,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,L49275.1.1724_U_1_S46_182,1,2,0.239973,0.258296,-16501.9,-16505.8,0.0787755,0.271943,NA,NA,NA,NA,|MMETSP0806_Prasinoderma_coloniale_CCMP1413_34-1547
query.align,KF130568.1.1752_U_11_S56_55614,1,160,0.998472,0.997284,-16391,-16394.5,0.139234,0.224506,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,DQ781331.1.1127_U_12_S57_19930,1,539,0.553225,0.645951,-16549.6,-16552.9,0.0124041,0.241423,NA,NA,NA,NA,|MMETSP0114_Goniomonas_sp_m_48-1566
query.align,KJ763737.1.1798_U_35_S80_52825,1,206,0.202357,0.250681,-16296.1,-16297.8,5.72608e-06,0.129895,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,FN690132.1.1704_U_13_S58_47014,1,223,0.44556,0.540513,-16407.6,-16409.3,7.86535e-06,0.0900718,NA,NA,NA,NA,|MMETSP0227_Polarella_glacialis_CCMP1383_75-1592
query.align,AM180978.1.1799_U_9_S54_13990,1,499,0.537927,0.572232,-16628.2,-16631.5,0.188903,0.18555,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,AF472555.1.1812_U_10_S55_22286,1,160,1,1,-16043.1,-16045.8,0.108276,0.146018,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,GU823687.1.1081_U_M356_S18_22170,1,276,0.99617,0.998251,-16540.6,-16543.5,0.249156,0.163218,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,DQ242559.1.1738_U_2_S47_6187,1,499,0.58237,0.560528,-16708.5,-16718.3,0.0857781,0.841451,NA,NA,NA,NA,|MMETSP0232_Debaryomyces_hansenii_J26_79-1593
query.align,GQ863822.1.1692_U_20_S65_27643,1,343,0.30045,0.185813,-16620.6,-16623,0.00658665,0.122339,NA,NA,NA,NA,|GU3739701_Pseudonitzschia_sp_CCMP1309_27-1544
query.align,AB430759.1.1500_U_M362_S13_46636,1,480,1,1,-16592.9,-16597.5,0.182461,0.337279,NA,NA,NA,NA,|AB6905541_Collozoum_inerme_GFColony03_1-1434
query.align,AY046647.1.1203_U_M356_S18_52300,1,481,0.966954,0.991449,-15799,-15802.5,0.285595,0.217259,NA,NA,NA,NA,|JN8111521_Amphilonche_elongata_Ei27_65-1577
query.align,FR874301.1.1791_U_13_S58_43971,1,170,0.262483,0.166647,-16478.4,-16484.9,0.32435,0.461702,NA,NA,NA,NA,|FJ8215011_Crypthecodinium_cohnii_69-1587
query.align,EF172988.1.1688_U_M355_S26_44534,1,276,1,1,-16349.7,-16352.6,0.276835,0.149239,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,AY295587.1.1726_U_M355_S26_36469,1,473,0.48247,0.494847,-16685,-16687.2,0.0170694,0.11729,NA,NA,NA,NA,|MMETSP1103_Paraphysomonas_bandaiensis_CaronLabIsolate_80-1600
query.align,GU820233.1.1070_U_21_S66_49496,1,185,0.192586,0.386877,-12635.3,-12641.4,0.114065,0.580262,NA,NA,NA,NA,|MMETSP1424_Oxyrrhis_marina_LB1974_1-1182
query.align,GU823749.1.1080_U_M371_S23_1821,1,276,1,1,-16309.2,-16312,0.254159,0.139739,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,GU820444.1.1070_U_10_S55_63979,1,185,0.284765,0.375739,-16324,-16328.7,0.1349,0.390357,NA,NA,NA,NA,|MMETSP1424_Oxyrrhis_marina_LB1974_1-1182
query.align,KC476181.1.1636_U_M360_S11_52165,1,270,1,1,-15274.7,-15277.9,0.0666549,0.17156,NA,NA,NA,NA,|MMETSP0209_Litonotus_pictus_P1_60-1484
query.align,AY684967.1.1671_U_M356_S18_478,1,369,0.813968,0.868793,-16417,-16418.5,0.00985527,0.0374139,NA,NA,NA,NA,|MMETSP0320_Skeletonema_marinoi_SM1012Den_03_77-1599
query.align,AY664888.1.1754_U_9_S54_2912,1,206,0.151035,0.174874,-14267.9,-14269.5,5.72608e-06,0.125866,NA,NA,NA,NA,|EF4925001_Heterocapsa_pygmaea_CCMP1322_24-1544
query.align,AB284574.1.1789_U_4_S49_50533,1,288,0.279879,0.30262,-16529.8,-16534.6,0.148388,0.333961,NA,NA,NA,NA,|MMETSP0962_Schizochytrium_aggregatum_ATCC28209_36-1532
query.align,KJ758888.1.1799_U_M360_S11_84098,1,197,0.298832,0.522461,-15235.5,-15239.5,0.0061485,0.332517,NA,NA,NA,NA,|AJ4155111_Gonyaulax_polyedra_58-1575
query.align,GU824739.1.968_U_11_S56_45119,1,59,0.197545,0.205848,-16367.7,-16369.2,5.2731e-06,0.0422143,NA,NA,NA,NA,|AJ0104081_Micromonas_pusilla_CCMP489_58-1569
query.align,AY664927.1.1755_U_14_S59_36038,1,167,0.460532,0.526719,-16484,-16485.5,0.00180054,0.084303,NA,NA,NA,NA,|FJ4733781_Dissodinium_pseudolunula_FG59_1-1105
query.align,EF526874.1.1362_U_16_S61_39325,1,163,0.549741,0.453505,-16481.6,-16483.8,0.0487141,0.127227,NA,NA,NA,NA,|MMETSP0797_Dinophysis_acuminata_DAEP01_42-1565
query.align,FJ000096.1.1389_U_M356_S18_67572,1,172,0.195932,0.211309,-16607.1,-16609.4,0.0237945,0.161558,NA,NA,NA,NA,|KT8609541_Gymnodinium_sp_RCC2545_1-1508
query.align,HQ865136.1.864_U_37_S82_11301,1,534,0.321664,0.327321,-16332.7,-16334.5,0.0228457,0.102886,NA,NA,NA,NA,|MMETSP1101_Rhodomonas_abbreviata_CaronLabIsolate_76-1589
query.align,KJ764194.1.1800_U_36_S81_26498,1,163,0.288618,0.252297,-13331.9,-13333.7,0.0203214,0.0671149,NA,NA,NA,NA,|MMETSP0797_Dinophysis_acuminata_DAEP01_42-1565
query.align,KF130035.1.1746_U_M363_S24_26154,1,276,0.706229,0.683855,-16630,-16634.1,0.314601,0.256148,NA,NA,NA,NA,|MMETSP0942_Cafeteria_roenbergensis_E4_10_23-1507
query.align,DQ834370.1.1699_U_M369_S9_10112,1,275,0.284694,0.360756,-15816.6,-15822.7,0.0223604,0.536772,NA,NA,NA,NA,|MMETSP0209_Litonotus_pictus_P1_60-1484
query.align,EU793075.1.917_U_M367_S17_9673,1,160,0.994971,0.995362,-16339,-16342.3,0.184025,0.209515,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,KJ758162.1.1792_U_11_S56_64268,1,235,0.455685,0.429002,-16540.4,-16542,0.0193443,0.0547927,NA,NA,NA,NA,|EF4924961_Symbiodinium_microadriaticum_NEPCC737_75-1596
query.align,JQ956275.1.1697_U_10_S55_3399,1,160,1,1,-16600.5,-16603.7,0.126294,0.188975,NA,NA,NA,NA,|MMETSP0795_Amoebophrya_sp_Ameob2_70-1590
query.align,HQ866297.1.886_U_28_S73_2321,1,279,0.518335,0.254724,-16530.9,-16534,0.00649021,0.0721322,NA,NA,NA,NA,|MMETSP0954_Aplanochytrium_sp_PBS07_81-1607
