DSYB	TpMT2	Both	origin	name	multiplicity	edge_num	like_weight_ratio	post_prob	likelihood	marginal_like	distal_length	pendant_length	classification	map_ratio	map_overlap	map_identity	edge_name	genus	family	order	class	norank	norank	kingdom	generic
0	1	0	query.align	KC583081.1.1763_U_10_S55_3977	1	394	1	1	-23588.4	-23591.5	0.00407657	0.00634799	NA	NA	NA	NA	MMETSP0933_Bathycoccus_prasinos_BCC99000	Bathycoccus	Bathycoccaceae	Mamiellales	Mamiellophyceae	Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
0	0	0	query.align	AY046755.1.1199_U_36_S81_56607	1	493	1	1	-24747.6	-24751.1	0.200686	0.17147	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	KF129646_13_S58_12489	1	271	0.995308	0.989587	-26274.7	-26277.3	0.017545	0.00684576	NA	NA	NA	NA	MMETSP1178_Unidentifiedeukaryote_sp_CCMP2000								Unidentified
0	0	0	query.align	FJ000174.1.1379_U_M361_S19_35676	1	493	1	1	-25948.2	-25951.7	0.210729	0.171344	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	X85391.1.1799_U_15_S60_484	1	137	1	1	-26753	-26755.7	0.0125706	0.0296697	NA	NA	NA	NA	MMETSP1447_Chaetoceros_dichaeta_CCMP1751	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Coscinodiscophyceae	Bacillariophyta		Eukaryota	Bacillariophyta
0	0	0	query.align	KJ759731.1.1795_U_M372_S16_56918	1	493	1	1	-27116.3	-27119.5	0.120312	0.120349	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ866910.1.1634_U_18_S63_1264	1	134	1	1	-25968.2	-25970.6	0.0339511	0.0376439	NA	NA	NA	NA	MMETSP1429_Chaetoceros_sp_UNC1202	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Coscinodiscophyceae	Bacillariophyta		Eukaryota	Bacillariophyta
0	1	0	query.align	KJ759623.1.1791_U_32_S77_20238	1	318	0.949977	0.952254	-26777.5	-26781.4	0.0807317	0.225065	NA	NA	NA	NA	MMETSP1049_Proteomonas_sulcata_CCMP704	Proteomonas	Geminigeraceae	Pyrenomonadales		Cryptophyta		Eukaryota	Cryptophyta
0	0	0	query.align	New.ReferenceOTU19_M361_S19_43810	1	493	1	1	-26787.6	-26790.7	0.192934	0.121842	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	AB103390.1.1751_U_M357_S21_72396	1	524	1	1	-26987.8	-26991.3	0.0180758	0.0330339	NA	NA	NA	NA	MMETSP0258_Amphidinium_carterae_CCMP1314	Amphidinium	Gymnodiniaceae	Gymnodiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	JX188377.1.1773_U_11_S56_6175	1	629	1	1	-27288.9	-27291.9	0.0533317	0.138464	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
1	0	0	query.align	JX660986_9_S54_30371	1	264	1	1	-26438.5	-26442.2	9.13805e-06	0.0205315	NA	NA	NA	NA	MMETSP1162_Phaeocystis_sp_CCMP2710	Phaeocystis	Phaeocystaceae	Phaeocystales	Haptophyceae			Eukaryota	Haptophyceae
0	0	0	query.align	HM581749.1.1797_U_M358_S15_101354	1	493	1	1	-27019	-27021.9	0.179714	0.0960346	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ762561.1.1798_U_21_S66_3440	1	493	1	1	-26751.8	-26754.8	0.178612	0.113528	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HQ869456.1.894_U_M355_S26_11051	1	493	1	1	-27031	-27033.9	0.207301	0.0992462	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EU793933.1.1559_U_10_S55_137	1	493	1	1	-27446.3	-27450.4	0.182554	0.223415	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	1	0	query.align	JN832733.1.1713_U_M356_S18_52852	1	318	1	1	-26893.6	-26896.8	0.0588032	0.162966	NA	NA	NA	NA	MMETSP1049_Proteomonas_sulcata_CCMP704	Proteomonas	Geminigeraceae	Pyrenomonadales		Cryptophyta		Eukaryota	Cryptophyta
0	0	0	query.align	KJ763317.1.1766_U_10_S55_3344	1	611	0.998797	0.998493	-24718.5	-24722	0.0112085	0.222424	NA	NA	NA	NA	MMETSP0449_Strombidium_rassoulzadegani_ras09	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
0	0	1	query.align	JQ420084.1.1796_U_12_S57_46956	1	56	0.990601	0.987531	-26990.7	-26992.8	0.0173983	0.0406333	NA	NA	NA	NA	MMETSP0914_Aureococcus_anophagefferens_CCMP1850	Aureococcus		Pelagomonadales	Pelagophyceae			Eukaryota	Pelagophyceae
1	0	0	query.align	U40919.1.1778_U_M368_S12_16964	1	321	1	1	-26828.8	-26832.3	0.00808167	0.00929821	NA	NA	NA	NA	MMETSP0941_Prasinococcus_capsulatus_CCMP1194	Prasinococcus	Prasinococcaceae	Prasinococcales	Palmophyllophyceae	Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
0	0	0	query.align	JX188379.1.1724_U_16_S61_23622	1	611	0.989002	0.987902	-21894.6	-21898	0.0130431	0.21843	NA	NA	NA	NA	MMETSP0449_Strombidium_rassoulzadegani_ras09	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
0	1	0	query.align	AF509625.1.1681_U_35_S80_28190	1	388	1	1	-26553	-26555.4	0.0233208	0.0476151	NA	NA	NA	NA	MMETSP0033_Dolichomastix_tenuilepis_CCMP3274	Dolichomastix	Dolichomastigaceae	Dolichomastigales	Mamiellophyceae	Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
0	0	0	query.align	New.ReferenceOTU169_36_S81_50728	1	493	1	1	-27412.7	-27415.7	0.126987	0.00123073	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ758580.1.1800_U_M357_S21_173448	1	493	1	1	-26360.5	-26363.9	0.216309	0.164405	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	AY129038.1.1800_U_10_S55_162	1	493	1	1	-27018.5	-27021.6	0.122001	0.113727	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	DQ343160.1.1770_U_4_S49_3446	1	468	0.926893	0.948869	-23815.9	-23821.6	0.151368	0.397015	NA	NA	NA	NA	MMETSP1354_Erythrolobus_madagascarensis_CCMP3276	Erythrolobus	Porphyridiaceae	Porphyridiales	Bangiophyceae	Rhodophyta		Eukaryota	Rhodophyta
0	0	0	query.align	GU819745.1.1069_U_41_S86_49912	1	493	1	1	-26900.8	-26904.7	0.252648	0.208137	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	1	0	query.align	KC583082.1.1797_U_10_S55_36302	1	394	1	1	-24294.3	-24296.7	0.00950887	0.0268509	NA	NA	NA	NA	MMETSP0933_Bathycoccus_prasinos_BCC99000	Bathycoccus	Bathycoccaceae	Mamiellales	Mamiellophyceae	Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
0	0	0	query.align	AB275094.1.1738_U_20_S65_21557	1	629	1	1	-22734.7	-22737.4	0.0627772	0.142258	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	HQ868875.1.887_U_11_S56_33768	1	629	1	1	-26870.7	-26873.9	0.059156	0.165446	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	DQ146403.1.1780_U_11_S56_26438	1	493	0.964712	0.96014	-26841.4	-26844.8	0.352754	0.126408	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EF527110.1.1776_U_28_S73_17682	1	612	0.893554	0.921655	-25607.3	-25609.4	0.05449	0.0441266	NA	NA	NA	NA	MMETSP0208_Strombidium_inclinatum_S3	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
0	0	0	query.align	KF130592.1.1764_U_11_S56_3215	1	493	1	1	-26335.8	-26338.5	0.195758	0.0444427	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	AB695480.1.1763_U_30_S75_8670	1	12	1	1	-25806.3	-25809.6	0.00886899	0.0192783	NA	NA	NA	NA	MMETSP0101_Pteridomonas_danica_PT	Pteridomonas		Pedinellales	Dictyochophyceae			Eukaryota	Dictyochophyceae
0	0	0	query.align	KJ757626.1.1797_U_M361_S19_28219	1	493	1	1	-27024.1	-27027.3	0.112043	0.00916715	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EU793460.1.859_U_M372_S16_61254	1	493	1	1	-23943.5	-23946.2	0.112323	0.0814445	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HQ868722.1.892_U_20_S65_29761	1	599	1	1	-23715.9	-23718	0.0614876	0.0455352	NA	NA	NA	NA	MMETSP1018_Anophryoides_haemophila_AH6	Anophryoides	Orchitophryidae	Philasterida	Oligohymenophorea			Eukaryota	Oligohymenophorea
0	0	0	query.align	FN690375.1.1708_U_11_S56_18272	1	629	1	1	-27576.7	-27580	0.0400551	0.166116	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	EU793707.1.1595_U_35_S80_999	1	493	1	1	-26987.2	-26990.7	0.246602	0.15896	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	FJ000253_39_S84_58029	1	249	0.906401	0.921127	-26200.8	-26202.6	0.0205971	0.038224	NA	NA	NA	NA	MMETSP1094_Chrysochromulina_brevifilum_UTEXLB985	Chrysochromulina	Chrysochromulinaceae	Prymnesiales	Haptophyceae			Eukaryota	Haptophyceae
1	0	0	query.align	AF274265.1.1753_U_10_S55_60338	1	504	0.920007	0.94004	-26915.9	-26918	5.02616e-06	0.0306156	NA	NA	NA	NA	MMETSP0503_Heterocapsa_rotundata_SCCAPK_0483	Heterocapsa	Heterocapsaceae	Peridiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	AY429059.1.1741_U_M371_S23_14759	1	550	0.988203	0.991528	-25940.6	-25942.7	0.0228895	0.0256352	NA	NA	NA	NA	MMETSP0227_Polarella_glacialis_CCMP1383	Polarella	Suessiaceae	Suessiales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HQ865253.1.883_U_4_S49_39038	1	493	1	1	-26612.5	-26615.5	0.180405	0.107001	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HM853809.1.1219_U_14_S59_66634	1	495	1	1	-26939.3	-26942.8	7.29367e-06	0.0276275	NA	NA	NA	NA	MMETSP0797_Dinophysis_acuminata_DAEP01	Dinophysis	Dinophysiaceae	Dinophysiales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KF129639.1.1754_U_7_S52_13100	1	493	1	1	-26783.4	-26786.7	0.202625	0.147736	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HQ865612.1.889_U_M363_S24_125568	1	493	1	1	-25142.3	-25145.4	0.184718	0.132081	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	FN690024.1.1666_U_M356_S18_88893	1	614	1	1	-25402.9	-25405.5	0.0890568	0.0977974	NA	NA	NA	NA	MMETSP0123_Favella_ehrenbergii_Fehren1	Favella	Xystonellidae	Tintinnida	Spirotrichea			Eukaryota	Spirotrichea
0	0	0	query.align	EU500189.1.812_U_36_S81_56877	1	71	1	1	-26522.6	-26526.7	5.77834e-06	0.0312823	NA	NA	NA	NA	MMETSP0785_Bolidomonas_pacifica_CCMP1866	Bolidomonas	Triparmaceae	Parmales	Bolidophyceae			Eukaryota	Bolidophyceae
0	0	0	query.align	KJ763459.1.1799_U_M355_S26_16426	1	493	1	1	-27020	-27023.3	0.213821	0.136137	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	GU820323.1.1074_U_16_S61_26027	1	493	1	1	-25714.7	-25718.1	0.12379	0.138695	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EU500182.1.813_U_25_S70_70762	1	71	1	1	-26554.7	-26558.7	5.77834e-06	0.0735015	NA	NA	NA	NA	MMETSP0785_Bolidomonas_pacifica_CCMP1866	Bolidomonas	Triparmaceae	Parmales	Bolidophyceae			Eukaryota	Bolidophyceae
0	0	0	query.align	KJ757355.1.1805_U_M355_S26_27567	1	493	1	1	-27009.9	-27013.1	0.249046	0.123673	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ763689.1.1799_U_M355_S26_28749	1	493	1	1	-26300.2	-26302.9	0.190422	0.0239311	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	1	query.align	AB430601.1.1749_U_11_S56_8436	1	186	1	1	-26401.1	-26404.1	0.00869184	0.0261177	NA	NA	NA	NA	MMETSP1360_Licmophora_paradoxa_CCMP2313	Licmophora	Licmophoraceae	Licmophorales	Fragilariophyceae	Bacillariophyta		Eukaryota	Bacillariophyta
0	0	0	query.align	KC582938.1.1795_U_19_S64_63175	1	493	1	1	-26949.8	-26952.6	0.241061	0.0775036	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	1	0	query.align	GU823605.1.1205_U_10_S55_7991	1	216	0.922656	0.947428	-26692	-26693.6	0.0100909	0.0359237	NA	NA	NA	NA	MMETSP0010_Corethron_hystrix_308	Corethron	Corethraceae	Corethrales	Coscinodiscophyceae	Bacillariophyta		Eukaryota	Bacillariophyta
0	0	0	query.align	KC315817.1.1662_U_28_S73_2565	1	629	1	1	-27420.4	-27423.5	0.0526117	0.158221	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
0	0	0	query.align	JQ420087.1.1780_U_28_S73_9915	1	493	1	1	-27352.4	-27355.1	0.112741	0.0549435	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	GU824954.1.1199_U_M372_S16_44225	1	523	0.949601	0.948217	-26445.4	-26447.5	0.0129147	0.050795	NA	NA	NA	NA	MMETSP1032_Lingulodinium_polyedra_CCMP1738	Lingulodinium		Gonyaulacales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HQ865327.1.890_U_M364_S14_10865	1	493	1	1	-27214.3	-27217.4	0.20138	0.110158	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	JX680353_26_S71_14419	1	250	0.973149	0.984657	-26549.7	-26552.3	0.0329848	0.00202327	NA	NA	NA	NA	MMETSP0287_Chrysochromulina_rotalis_UIO044	Chrysochromulina	Chrysochromulinaceae	Prymnesiales	Haptophyceae			Eukaryota	Haptophyceae
0	0	0	query.align	KJ763473.1.1800_U_M356_S18_115612	1	493	1	1	-27264.4	-27267.1	0.21333	0.0541113	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	JX188312.1.1754_U_6_S51_38421	1	493	1	1	-27111.8	-27114.8	0.187684	0.111158	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KF129791.1.1758_U_M367_S17_85946	1	493	1	1	-25086.4	-25090.2	0.202305	0.208667	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	AY551906.1.1754_U_39_S84_53571	1	599	0.997831	0.998454	-24820	-24822.2	0.0737287	0.0760114	NA	NA	NA	NA	MMETSP1018_Anophryoides_haemophila_AH6	Anophryoides	Orchitophryidae	Philasterida	Oligohymenophorea			Eukaryota	Oligohymenophorea
0	0	0	query.align	HQ869186.1.879_U_10_S55_41145	1	493	1	1	-27135.5	-27139.4	0.294997	0.207749	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KF031784.1.1756_U_38_S83_53988	1	493	1	1	-26384.2	-26387.8	0.147672	0.179488	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	KJ763692.1.1819_U_M366_S25_98351	1	493	1	1	-27771.1	-27774.8	0.219476	0.19985	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	New.ReferenceOTU60_M361_S19_23105	1	493	1	1	-26225.1	-26229.3	0.239762	0.242438	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EU793840.1.1684_U_9_S54_39350	1	493	1	1	-23330.7	-23333.4	0.183465	0.0683142	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	1	query.align	GU823134.1.1397_U_M363_S24_33504	1	98	0.900813	0.924226	-27182.9	-27184.6	0.00374296	0.058863	NA	NA	NA	NA	MMETSP1071_Thalassiosira_sp_NH16	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Coscinodiscophyceae	Bacillariophyta		Eukaryota	Bacillariophyta
0	0	0	query.align	HQ868473.1.873_U_10_S55_1948	1	73	0.974352	0.983448	-26872	-26874.6	0.0554418	0.0815148	NA	NA	NA	NA	MMETSP0785_Bolidomonas_pacifica_CCMP1866	Bolidomonas	Triparmaceae	Parmales	Bolidophyceae			Eukaryota	Bolidophyceae
0	0	0	query.align	EU024794.1.1799_U_34_S79_9910	1	510	0.994466	0.998935	-25351.1	-25353.8	5.13642e-06	0.00967503	NA	NA	NA	NA	MMETSP0196_Alexandrium_fundyense_CCMP1719	Alexandrium	Gonyaulacaceae	Gonyaulacales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	AY672702.1.1668_U_M357_S21_49323	1	579	1	1	-26635.2	-26638.3	0.0773851	0.154803	NA	NA	NA	NA	MMETSP1439_Gonyaulax_spinifera_CCMP409	Gonyaulax	Gonyaulacaceae	Gonyaulacales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HM581788.1.1759_U_38_S83_906	1	613	0.864162	0.95148	-26218.9	-26220.9	0.0324132	0.0852507	NA	NA	NA	NA	MMETSP0208_Strombidium_inclinatum_S3	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
0	0	0	query.align	KF130527.1.1757_U_16_S61_14301	1	493	1	1	-26554.1	-26557.1	0.194927	0.103399	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	JX188283.1.1756_U_M355_S26_5162	1	493	1	1	-26396.7	-26399.3	0.200654	0.0486923	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	AY835703.1.1091_U_10_S55_14724	1	622	1	1	-18962.1	-18965.1	0.0828375	0.130117	NA	NA	NA	NA	MMETSP0209_Litonotus_pictus_P1	Litonotus	Litonotidae	Pleurostomatida	Litostomatea			Eukaryota	Litostomatea
0	0	0	query.align	EF628234.1.1528_U_13_S58_32516	1	473	1	1	-24256.8	-24265	7.16473e-06	0.627985	NA	NA	NA	NA	MMETSP0312_Compsopogon_coeruleus_SAG36_94	Compsopogon	Compsopogonaceae	Compsopogonales	Compsopogonophyceae	Rhodophyta		Eukaryota	Rhodophyta
0	1	0	query.align	KF899835.1.1659_U_13_S58_64257	1	328	1	1	-26362.3	-26366.9	5.73105e-06	0.00527495	NA	NA	NA	NA	MMETSP1438_Pterosperma_sp_CCMP1384	Pterosperma		Pyramimonadales		Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
0	0	0	query.align	EU793367.1.1601_U_11_S56_11251	1	493	1	1	-26839.9	-26842.6	0.161826	0.066292	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	EU500050.1.834_U_M355_S26_645	1	493	1	1	-26551.8	-26554.6	0.234757	0.0688009	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	GQ863817_10_S55_20803	1	271	1	1	-26377.8	-26379.9	0.02688	0.0348855	NA	NA	NA	NA	MMETSP1178_Unidentifiedeukaryote_sp_CCMP2000								Unidentified
0	0	0	query.align	GU819930.1.1074_U_M358_S15_92102	1	493	1	1	-26265.1	-26269.1	0.18071	0.233259	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	AY348877.1.1706_U_6_S51_17325	1	477	0.951427	0.97477	-26363	-26365.7	0.0261665	0.158137	NA	NA	NA	NA	MMETSP1450_Madagascaria_erythrocladiodes_CCMP3234	Madagascaria	Erythrotrichiaceae	Erythropeltidales	Compsopogonophyceae	Rhodophyta		Eukaryota	Rhodophyta
0	0	0	query.align	KJ763011.1.1786_U_20_S65_23182	1	493	1	1	-23909.3	-23912.6	0.24545	0.177445	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	GU824537.1.1204_U_M355_S26_5988	1	493	1	1	-27351.1	-27354.3	0.214877	0.126432	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	HQ870730.1.850_U_M355_S26_30695	1	493	1	1	-26742.7	-26746.1	0.224367	0.156337	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
0	0	0	query.align	JX178782.1.1775_U_40_S85_46390	1	613	0.86353	0.951294	-26219.6	-26221.6	0.0324288	0.0854051	NA	NA	NA	NA	MMETSP0208_Strombidium_inclinatum_S3	Strombidium	Strombidiidae		Spirotrichea			Eukaryota	Spirotrichea
0	1	0	query.align	AB971069.1.1245_U_10_S55_934	1	358	0.992183	0.986592	-26229.7	-26232.2	0.0925671	0.0483866	NA	NA	NA	NA	MMETSP0419_Tetraselmis_sp_GSL018	Tetraselmis	Chlorodendraceae	Chlorodendrales	Chlorodendrophyceae	Chlorophyta	Viridiplantae	Eukaryota	Chlorophyta
0	0	0	query.align	GU825577.1.1074_U_M355_S26_40641	1	493	1	1	-27166.4	-27169.3	0.26081	0.0950663	NA	NA	NA	NA	MMETSP0795_Amoebophrya_sp_Ameob2	Amoebophyra	Goniodomaceae	Syndiniales	Dinophyceae			Eukaryota	Dinophyceae
1	0	0	query.align	New.ReferenceOTU161_30_S75_57905	1	452	0.988097	0.995184	-25506.5	-25509.1	0.149196	0.098804	NA	NA	NA	NA	MMETSP0105_Acanthoeca_like_sp_10tr	Acanthoeca	Acanthoecidae	Choanoflagellida				Eukaryota	Choanoflagellida
0	0	0	query.align	HM236335.1.1755_U_M356_S18_52667	1	599	0.993939	0.997084	-24343.3	-24345.6	0.0764581	0.0900656	NA	NA	NA	NA	MMETSP1018_Anophryoides_haemophila_AH6	Anophryoides	Orchitophryidae	Philasterida	Oligohymenophorea			Eukaryota	Oligohymenophorea
0	0	0	query.align	JX992711.1.1743_U_5_S50_8960	1	429	0.857706	0.912924	-26679.7	-26684.1	0.16084	0.278427	NA	NA	NA	NA	MMETSP0447_Stygamoeba_regulata_BSH_02190019	Stygamoeba		Stygamoebida				Eukaryota	Stygamoebida
0	0	0	query.align	JF698750.1.1655_U_30_S75_51749	1	629	1	1	-26609.3	-26612	0.0836998	0.113268	NA	NA	NA	NA	MMETSP0086_Unidentifiedeukaryote_sp_D1								Unidentified
